data;wynagrodzenia;dyn_wynagrodzenia
2001 Q3;2083,71874425563;NA
2001 Q4;2090,69141258122;0,334626174708646
2002 Q1;2003,17865405752;-4,185828573125221
2002 Q2;2109,84771856254;5,324990074597565
2002 Q3;2133,39160966495;1,115904759157232
2002 Q4;2157,61461294774;1,135422262516286
2003 Q1;2180,54098609533;1,062579619641511
2003 Q2;2201,72156069676;0,971344943135335
2003 Q3;2207,71078166893;0,272024450279446
2003 Q4;2230,92040364346;1,051298121440738
2004 Q1;2254,41283165355;1,053037480482175
2004 Q2;2294,02058050669;1,756898661018042
2004 Q3;2333,07866484273;1,702603920293228
2004 Q4;2336,18538728141;0,133159780915008
2005 Q1;2374,13198129804;1,624297207885036
2005 Q2;2380,87139110392;0,283868372060553
2005 Q3;2403,40288618238;0,946354984256971
2005 Q4;2459,59495645033;2,338021252741626
2006 Q1;2468,22897862401;0,351034309573507
2006 Q2;2495,99567205099;1,124964242274615
2006 Q3;2536,04319830736;1,604470981452550
2006 Q4;2594,35484455182;2,299315969198744
2007 Q1;2649,94803905004;2,142852378693163
2007 Q2;2704,45427382769;2,056879379310004
2007 Q3;2772,08690573519;2,500786667462407
2007 Q4;2837,01715236296;2,342287555755746
2008 Q1;2900,11519439966;2,224098010269188
2008 Q2;2995,76809763473;3,298244960054802
2008 Q3;3030,11667012812;1,146569806938970
2008 Q4;3057,67576930593;0,909506206460506
2009 Q1;3112,25812780863;1,785093077906353
2009 Q2;3140,54955952064;0,909032302276614
2009 Q3;3192,30552148991;1,647990614011192
2009 Q4;3200,27595239289;0,249676318551735
2010 Q1;3234,99173761378;1,084774742469705
2010 Q2;3266,37381662334;0,970082199737192
2010 Q3;3291,31620326086;0,763610904256652
2010 Q4;3362,69201110293;2,168609864082782
2011 Q1;3401,91471111179;1,166407743538642
2011 Q2;3439,40293852656;1,101974346750097
2011 Q3;3486,68649828563;1,374760695509750
2011 Q4;3521,65772518890;1,002993154688994
2012 Q1;3525,54869162254;0,110486785976093
2012 Q2;3575,35296575081;1,412667317476448
2012 Q3;3591,40994727051;0,449101995621518
2012 Q4;3618,58461941055;0,756657483802229
2013 Q1;3668,00453633736;1,365725058955803
2013 Q2;3684,74630904095;0,456427262772891
2013 Q3;3727,34326926768;1,156035087740335
2013 Q4;3757,53559896417;0,810022783397187
2014 Q1;3798,14044701623;1,080624440743932
2014 Q2;3830,51150905981;0,852287125638298
2014 Q3;3860,19410336827;0,774898972063028
2014 Q4;3896,26366867373;0,934397710052636
2015 Q1;3934,76519171496;0,988165235088829
2015 Q2;3946,65982513290;0,302295889040224
2015 Q3;3994,49126766635;1,211947435369325
2015 Q4;4024,03759363025;0,739676819500517
2016 Q1;4042,86311621290;0,467826707495206
2016 Q2;4094,02915072204;1,265589089671408
2016 Q3;4134,37362576644;0,985446697107292
2016 Q4;4164,70952275443;0,733748319187427
2017 Q1;4240,50951622569;1,820054749487738
2017 Q2;4308,84354878773;1,611458064191780
2017 Q3;4358,74961076511;1,158224043465708
2017 Q4;4448,11869166840;2,050337571182538
2018 Q1;4525,68448044042;1,743788647486070
2018 Q2;4604,83062402481;1,748821508137667
2018 Q3;4682,14649738815;1,679016660459979
2018 Q4;4772,73240871624;1,934709035238896
2019 Q1;4845,60911260154;1,526938819201519
2019 Q2;4958,58869488113;2,331586796503558
2019 Q3;5018,50689353591;1,208372025625664
2019 Q4;5099,96085011908;1,623071529264735
2020 Q1;5142,94545548505;0,842841869363895
2020 Q2;5163,25234811318;0,394849465231488
2020 Q3;5284,13241603039;2,341161341095074
2020 Q4;5400,53469122666;2,202864463485838
2021 Q1;5513,34770839230;2,088923108834166
2021 Q2;5644,12925686606;2,372089615800704
2021 Q3;5769,19524366510;2,215859720910856
2021 Q4;5927,79807889532;2,749132739169724
2022 Q1;6094,37471215125;2,810092905306448
2022 Q2;6292,36724072624;3,248775106988802
2022 Q3;6552,03666063117;4,126736567825631
2022 Q4;6716,34335920649;2,507719463210265
2023 Q1;6923,44012887038;3,083475018888208
2023 Q2;7134,02063391634;3,041558836738531
2023 Q3;7312,96939290703;2,508385778139427
2023 Q4;7548,22330424576;3,216941008489755
2024 Q1;7851,65546823333;4,019915041687952
2024 Q2;8133,97036599192;3,595609854517875
